LP,ZAKRES,ПЕРЕЧЕНЬ РАБОТ,ILOŚĆ,JM,CENA,WARTOŚĆ,KOMENTARZ,,ZMIANA +/-,CENA DOP,JM,WARTOŚĆ,KOMENTARZ,,FINAŁ,JM,WARTOŚĆ,,Progres,%,Wart Progres,,przedp,hol,kuch,salon,biuro,master,pok1,pok2,pok3,laz1,laz2,laz3,sch1,,PAKIET START,PAKIET COMFORT,PAKIET PRESTIGE,JM,WARTOŚĆ START,WARTOŚĆ COMFORT,WARTOŚĆ PRESTIGE,,MATERIAŁ 1,NA JM,ILOŚĆ,MATERIAŁ 2,NA JM,ILOŚĆ,MATERIAŁ 3,NA JM,ILOŚĆ,MATERIAŁ 4,NA JM,ILOŚĆ,MATERIAŁ 5,NA JM,ILOŚĆ,,Zakres,Cena J,J,Umowa il,Ilość,Wykonane il,KOM,,Marż J,Koszt Umowa,Profit Umowa,Marż W Umowa,Kwota,Profit Plan,Marż W Plan,Koszt Fakt,Profit Fakt,Marż W Fakt,,Pracownik,2024-09-05,Pracownik,2024-09-12,Pracownik,2024-09-19,Pracownik,2024-09-26,Pracownik,2024-10-03,Pracownik,2024-10-10,Pracownik,2024-10-17,Pracownik,2024-10-24,Pracownik,2024-10-31,Pracownik,2024-11-07,Pracownik,2024-11-14,Pracownik,2024-11-21,Pracownik,2024-11-28,Pracownik,2024-12-05,Pracownik,2024-12-12,Pracownik,2024-12-19
"8,01",Gruntowanie gruntem podkładowym x2 - glify okienne lub wnęki,Грунтовка потолков - откосы,"0,0",mb,"17,60 zł","0,00 zł",,,,"17,60 zł",mb,"0,00 zł",,,"0,0",mb,"0,00 zł",,"0,0",0%,"0,0",,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",,"0,00","0,00","0,00",mb,"0,00 zł","0,00 zł","0,00 zł",,"Grunt CT17, l","0,15","0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,Грунтовка потолков - откосы,"4,00 zł",mb,"0,0","0,0","0,0",считать 2 раза,,77%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8,02",Gruntowanie gruntem podkładowym x2 - sufity,Грунтовка потолков,"0,0",m2,"17,60 zł","0,00 zł",,,,"17,60 zł",m2,"0,00 zł",,,"0,0",m2,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,"0,00","0,00","0,00",m2,"0,00 zł","0,00 zł","0,00 zł",,"Grunt CT17, l","0,15","0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,Грунтовка потолков,"4,50 zł",m2,"0,0","0,0","0,0",считать 2 раза,,74%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8,03",Gruntowanie gruntem podkładowym x2 - ściany,Грунтовка стен,"0,0",m2,"17,60 zł","0,00 zł",,,,"17,60 zł",m2,"0,00 zł",,,"0,0",m2,"0,00 zł",,"0,0",0%,"0,0",,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",,"0,00","0,00","0,00",m2,"0,00 zł","0,00 zł","0,00 zł",,"Grunt CT17, l","0,15","0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,Грунтовка стен,"4,00 zł",m2,"0,0","0,0","0,0",считать 2 раза,,77%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8,04",Szlifowanie tynku - glify okienne lub wnęki,Шлифовка штукатурки - Откосы,"0,0",mb,"11,00 zł","0,00 zł",,,,"11,00 zł",mb,"0,00 zł",,,"0,0",mb,"0,00 zł",,"0,0",0%,"0,0",,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",,,,,mb,"0,00 zł","0,00 zł","0,00 zł",,"Gładź start, kg","1,00","0,00","Gładź finish, kg","0,40","0,00",,,"0,00",,,"0,00",,,"0,00",,Шлифовка штукатурки - Откосы,"4,00 zł",mb,"0,0","0,0","0,0",,,64%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8,05",Szlifowanie tynku - sufit,Шлифовка штукатурки - Потолок,"0,0",m2,"11,00 zł","0,00 zł",,,,"11,00 zł",m2,"0,00 zł",,,"0,0",m2,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,,,,m2,"0,00 zł","0,00 zł","0,00 zł",,"Gładź start, kg","1,00","0,00","Gładź finish, kg","0,40","0,00",,,"0,00",,,"0,00",,,"0,00",,Шлифовка штукатурки - Потолок,"4,00 zł",m2,"0,0","0,0","0,0",,,64%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8,06",Szlifowanie tynku - ściany,Шлифовка штукатурки - Стены,"0,0",m2,"11,00 zł","0,00 zł",,,,"11,00 zł",m2,"0,00 zł",,,"0,0",m2,"0,00 zł",,"0,0",0%,"0,0",,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",,,,,m2,"0,00 zł","0,00 zł","0,00 zł",,"Gładź start, kg","1,00","0,00","Gładź finish, kg","0,40","0,00",,,"0,00",,,"0,00",,,"0,00",,Шлифовка штукатурки - Стены,"4,00 zł",m2,"0,0","0,0","0,0",,,64%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8,07",Gładzie x1 - glify okienne lub wnęki,Шпатлевка х1 - Откосы,"0,0",mb,"34,10 zł","0,00 zł",,,,"34,10 zł",mb,"0,00 zł",,,"0,0",mb,"0,00 zł",,"0,0",0%,"0,0",,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",,,,,mb,"0,00 zł","0,00 zł","0,00 zł",,"Gładź start, kg","1,00","0,00","Gładź finish, kg","0,40","0,00",,,"0,00",,,"0,00",,,"0,00",,Шпатлевка х1 - Откосы,"12,00 zł",mb,"0,0","0,0","0,0",,,65%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8,08",Gładzie x1 - sufit,Шпатлевка х1 - Потолок,"0,0",m2,"35,75 zł","0,00 zł",,,,"35,75 zł",m2,"0,00 zł",,,"0,0",m2,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,,,,m2,"0,00 zł","0,00 zł","0,00 zł",,"Gładź start, kg","1,00","0,00","Gładź finish, kg","0,40","0,00",,,"0,00",,,"0,00",,,"0,00",,Шпатлевка х1 - Потолок,"13,00 zł",m2,"0,0","0,0","0,0",,,64%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8,09",Gładzie x1 - ściany,Шпатлевка х1 - Стены,"0,0",m2,"34,10 zł","0,00 zł",,,,"34,10 zł",m2,"0,00 zł",,,"0,0",m2,"0,00 zł",,"0,0",0%,"0,0",,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",,,,,m2,"0,00 zł","0,00 zł","0,00 zł",,"Gładź start, kg","1,00","0,00","Gładź finish, kg","0,40","0,00",,,"0,00",,,"0,00",,,"0,00",,Шпатлевка х1 - Стены,"12,00 zł",m2,"0,0","0,0","0,0",,,65%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8,10",Gładzie x2 - glify okienne lub wnęki (odp. Q3),Шпатлевка х2 - Откосы (Q3),"0,0",mb,"68,20 zł","0,00 zł",,,,"68,20 zł",mb,"0,00 zł",,,"0,0",mb,"0,00 zł",,"0,0",0%,"0,0",,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",,,,,mb,"0,00 zł","0,00 zł","0,00 zł",,"Gładź start, kg","1,00","0,00","Gładź finish, kg","0,40","0,00",,,"0,00",,,"0,00",,,"0,00",,Шпатлевка х2 - Откосы (Q3),"25,00 zł",mb,"0,0","0,0","0,0",,,63%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8,11",Gładzie x2 - sufit (odp. Q3),Шпатлевка х2 - Потолок (Q3),"0,0",m2,"71,20 zł","0,00 zł",,,,"71,20 zł",m2,"0,00 zł",,,"0,0",m2,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,,,,m2,"0,00 zł","0,00 zł","0,00 zł",,"Gładź start, kg","1,30","0,00","Gładź finish, kg","0,70","0,00",,,"0,00",,,"0,00",,,"0,00",,Шпатлевка х2 - Потолок (Q3),"27,00 zł",m2,"0,0","0,0","0,0",,,62%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8,12",Gładzie x2 - ściany (odp. Q3),Шпатлевка х2 - Стены (Q3),"0,0",m2,"68,20 zł","0,00 zł",,,,"68,20 zł",m2,"0,00 zł",,,"0,0",m2,"0,00 zł",,"0,0",0%,"0,0",,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",,,,,m2,"0,00 zł","0,00 zł","0,00 zł",,"Gładź start, kg","1,30","0,00","Gładź finish, kg","0,70","0,00",,,"0,00",,,"0,00",,,"0,00",,Шпатлевка х2 - Стены (Q3),"25,00 zł",m2,"0,0","0,0","0,0",,,63%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8,13",Gładzie x3+ - glify okienne lub wnęki (odp. Q4),Шпатлевка х3 - Откосы (Q4),"0,0",mb,"115,50 zł","0,00 zł",,,,"115,50 zł",mb,"0,00 zł",,,"0,0",mb,"0,00 zł",,"0,0",0%,"0,0",,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",,,,,mb,"0,00 zł","0,00 zł","0,00 zł",,"Gładź start, kg","1,00","0,00","Gładź finish, kg","0,40","0,00",,,"0,00",,,"0,00",,,"0,00",,Шпатлевка х3 - Откосы (Q4),"42,00 zł",mb,"0,0","0,0","0,0",,,64%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8,14",Gładzie x3+ - sufit (odp. Q4),Шпатлевка х3 - Потолок (Q4),"0,0",m2,"121,00 zł","0,00 zł",,,,"121,00 zł",m2,"0,00 zł",,,"0,0",m2,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,,,,m2,"0,00 zł","0,00 zł","0,00 zł",,"Gładź start, kg","1,30","0,00","Gładź finish, kg","0,70","0,00",,,"0,00",,,"0,00",,,"0,00",,Шпатлевка х3 - Потолок (Q4),"44,00 zł",m2,"0,0","0,0","0,0",,,64%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8,15",Gładzie x3+ - ściany (odp. Q4),Шпатлевка х3 - Стены (Q4),"0,0",m2,"115,50 zł","0,00 zł",,,,"115,50 zł",m2,"0,00 zł",,,"0,0",m2,"0,00 zł",,"0,0",0%,"0,0",,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",,,,,m2,"0,00 zł","0,00 zł","0,00 zł",,"Gładź start, kg","1,30","0,00","Gładź finish, kg","0,70","0,00",,,"0,00",,,"0,00",,,"0,00",,Шпатлевка х3 - Стены (Q4),"42,00 zł",m2,"0,0","0,0","0,0",,,64%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8,16",Szpachlowanie po kablach elektrycznych,Шпатлевка после прокладки провода,"0,0",szt,"68,20 zł","0,00 zł",,,,"68,20 zł",szt,"0,00 zł",,,"0,0",szt,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,,,,szt,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,Шпатлевка после прокладки провода,"25,00 zł",szt,"0,0","0,0","0,0",,,63%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,"PRACE MALARSKIE, SZTUKATERIA, DEKOR",МАЛЯРНЫЕ РАБОТЫ,,,,"0,00 zł",,,,,,"0,00 zł","0,00 zł",,,,"0,00 zł",,,0%,"0,00 zł",,0 zł,0 zł,0 zł,0 zł,0 zł,0 zł,0 zł,0 zł,0 zł,0 zł,0 zł,0 zł,0 zł,,,,,,"0,00 zł","2 200,00 zł","4 400,00 zł",,,,,,,,,,,,,,,,,,МАЛЯРНЫЕ РАБОТЫ,,,,,,,,,"0,00zł","0,00zł",0%,"0,00zł","0,00zł",0%,"0,00zł","0,00zł",0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9,01",Prace malarskie na wysokości. Zastosowanie rusztowań,Малярные работы на высоте. Использование лесов,"0,0",szt,"825,00 zł","0,00 zł",,,,"825,00 zł",szt,"0,00 zł",,,"0,0",szt,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,,,,szt,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,Малярные работы на высоте. Использование лесов,"300,00 zł",szt,"0,0","0,0","0,0",,,64%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9,02",Malowanie wałkiem na biało - glify okienne lub wnęki,Покраска в белый цвет - откосы,"0,0",mb,"27,50 zł","0,00 zł",,,,"27,50 zł",mb,"0,00 zł",,,"0,0",mb,"0,00 zł",,"0,0",0%,"0,0",,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",,"0,00",,,mb,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,Покраска в белый цвет - откосы,"12,00 zł",mb,"0,0","0,0","0,0",,,56%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9,03",Malowanie wałkiem na biało - sufity i blendy,Покраска в белый цвет - потолок,"0,0",m2,"29,15 zł","0,00 zł",,,,"29,15 zł",m2,"0,00 zł",,,"0,0",m2,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,"0,00",,,m2,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,Покраска в белый цвет - потолок,"12,50 zł",m2,"0,0","0,0","0,0",,,57%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9,04",Malowanie wałkiem na biało - ściany,Покраска в белый или один светлый цвет - стены,"0,0",m2,"27,50 zł","0,00 zł",,,,"27,50 zł",m2,"0,00 zł",,,"0,0",m2,"0,00 zł",,"0,0",0%,"0,0",,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",,"0,00",,,m2,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,Покраска в белый или один светлый цвет - стены,"12,00 zł",m2,"0,0","0,0","0,0",,,56%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9,05",Malowanie wałkiem w kolorze - glify okienne lub wnęki,Покраска в цвет - откосы,"0,0",mb,"32,45 zł","0,00 zł",,,,"32,45 zł",mb,"0,00 zł",,,"0,0",mb,"0,00 zł",,"0,0",0%,"0,0",,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",,,"0,00","0,00",mb,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,Покраска в цвет - откосы,"14,00 zł",mb,"0,0","0,0","0,0",,,57%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9,06",Malowanie wałkiem w kolorze - sufity i blendy,Покраска в цвет - потолок,"0,0",m2,"34,10 zł","0,00 zł",,,,"34,10 zł",m2,"0,00 zł",,,"0,0",m2,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,,"0,00","0,00",m2,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,Покраска в цвет - потолок,"14,50 zł",m2,"0,0","0,0","0,0",,,57%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9,07",Malowanie wałkiem w kolorze - ściany,Покраска в цвет - стены,"0,0",m2,"32,45 zł","0,00 zł",,,,"32,45 zł",m2,"0,00 zł",,,"0,0",m2,"0,00 zł",,"0,0",0%,"0,0",,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",,,"0,00","0,00",m2,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,Покраска в цвет - стены,"14,00 zł",m2,"0,0","0,0","0,0",,,57%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9,08",Dopłata za więcej niż jeden kolor na 1 ścianie (etapowanie robót i dodatkowe zabezpieczenie),Покраска более одного цвета в комнате (разбивка работ на этапы и дополнительная оклейка),"0,0",kpl,"220,00 zł","0,00 zł",,,,"220,00 zł",kpl,"0,00 zł",,,"0,0",kpl,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,,,,kpl,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,Покраска более одного цвета в комнате (разбивка работ на этапы и дополнительная оклейка),"80,00 zł",kpl,"0,0","0,0","0,0",,,64%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9,09","Wykończenie końca schodów (zabiezpeczenie, tynkowanie, gruntowanie, gładzie, malowanie)","Отделка торца лестницы (обклейка, штукатурка, грунтовка, шпаклевка, покраска)","0,0",mb,"170,50 zł","0,00 zł",,,,"170,50 zł",mb,"0,00 zł",,,"0,0",mb,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,,,,mb,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,"Отделка торца лестницы (обклейка, штукатурка, грунтовка, шпаклевка, покраска)","62,00 zł",mb,"0,0","0,0","0,0",,,64%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9,10",Akrylowanie narożników,Нанесение акрила в углах,"0,0",mb,"11,00 zł","0,00 zł",,,,"11,00 zł",mb,"0,00 zł",,,"0,0",mb,"0,00 zł",,"0,0",0%,"0,0",,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",,,,,mb,"0,00 zł","0,00 zł","0,00 zł",,"Akryl, ml","20,00","0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,Нанесение акрила в углах,"4,00 zł",mb,"0,0","0,0","0,0",,,64%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9,11",Tynk dekoracyjny,Декоративная штукатурка,"0,0",m2,"148,50 zł","0,00 zł",,,,"148,50 zł",m2,"0,00 zł",,,"0,0",m2,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,,,,m2,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,Декоративная штукатурка,"50,00 zł",m2,"0,0","0,0","0,0",,,66%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9,12","Tapeta flizelinowa, od",Флизелиновые обои,"0,0",m2,"82,50 zł","0,00 zł",,,,"82,50 zł",m2,"0,00 zł",,,"0,0",m2,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,,,,m2,"0,00 zł","0,00 zł","0,00 zł",,"Klej, kg","0,25","0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,Флизелиновые обои,"30,00 zł",m2,"0,0","0,0","0,0",,,64%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9,13","Tapeta winylowa, od",Виниловые обои,"0,0",m2,"137,50 zł","0,00 zł",,,,"137,50 zł",m2,"0,00 zł",,,"0,0",m2,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,,10,20,m2,"0,00 zł","1 375,00 zł","2 750,00 zł",,"Klej, kg","0,35","0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,Виниловые обои,"45,00 zł",m2,"0,0","0,0","0,0",,,67%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9,14",Filc ścienny,Настенный войлок,"0,0",m2,"93,50 zł","0,00 zł",,,,"93,50 zł",m2,"0,00 zł",,,"0,0",m2,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,,,,m2,"0,00 zł","0,00 zł","0,00 zł",,,,"0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,Настенный войлок,"32,00 zł",m2,"0,0","0,0","0,0",,,66%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9,15",Sztukateria ścienna wraz z akrylowaniem i malowaniem,Молдинги стеновые с акрилом и покраской,"0,0",mb,"55,00 zł","0,00 zł",,,,"55,00 zł",mb,"0,00 zł",,,"0,0",mb,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,,15,30,mb,"0,00 zł","825,00 zł","1 650,00 zł",,"Klej, ml","30,00","0,00","Akryl, ml","20,00","0,00",,,"0,00",,,"0,00",,,"0,00",,Молдинги стеновые с акрилом и покраской,"20,00 zł",mb,"0,0","0,0","0,0",,,64%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9,16",Sztukateria przysufitowa wraz z akrylowaniem i malowaniem,Молдинги потолочные с акрилом и покраской,"0,0",mb,"93,50 zł","0,00 zł",,,,"93,50 zł",mb,"0,00 zł",,,"0,0",mb,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,,,,mb,"0,00 zł","0,00 zł","0,00 zł",,"Klej, ml","30,00","0,00","Akryl, ml","20,00","0,00",,,"0,00",,,"0,00",,,"0,00",,Молдинги потолочные с акрилом и покраской,"34,00 zł",mb,"0,0","0,0","0,0",,,64%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9,17","Lamele na podkładzie / panele ścienne, m2",Настенные планки на подложке,"0,0",m2,"60,50 zł","0,00 zł",,,,"60,50 zł",m2,"0,00 zł",,,"0,0",m2,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,,,,m2,"0,00 zł","0,00 zł","0,00 zł",,"Klej mamut, kg","0,50","0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,Настенные планки на подложке,"35,00 zł",m2,"0,0","0,0","0,0",,,42%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9,18","Lamele ścienne, mb",Настенные планки,"0,0",mb,"11,00 zł","0,00 zł",,,,"11,00 zł",mb,"0,00 zł",,,"0,0",mb,"0,00 zł",,"0,0",0%,"0,0",,,,,,,,,,,,,,,,,,,mb,"0,00 zł","0,00 zł","0,00 zł",,"Klej mamut, kg","0,10","0,00",,,"0,00",,,"0,00",,,"0,00",,,"0,00",,Настенные планки,"13,00 zł",mb,"0,0","0,0","0,0",,,-18%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,"0,00 zł",0 zł,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,POSADZKI,ПОЛЫ  И ПЛИНТУСА,,,,"0,00 zł",,,,,,"0,00 zł","0,00 zł",,,,"0,00 zł",,,0%,"0,00zł",,0 zł,0 zł,0 zł,0 zł,0 zł,0 zł,0 zł,0 zł,0 zł,0 zł,0 zł,0 zł,0 zł,,,,,,"0,00zł","0,00zł","0,00zł",,,,,,,,,,,,,,,,,,ПОЛЫ  И ПЛИНТУСА,,,,,,,,,"0,00zł","0,00zł",0%,"0,00zł","0,00zł",0%,"0,00zł","0,00zł",0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
